week,instaLkeCountSum,instaCommentCountSum,instaLikeCountAvg,instaCommentCountAvg
2017-10-16/2017-10-22,280126,1124,70031.5,281.0
2017-10-23/2017-10-29,633934,4319,70437.11111111111,479.8888888888889
2017-10-30/2017-11-05,243282,1189,60820.5,297.25
2017-11-06/2017-11-12,104721,516,52360.5,258.0
2017-11-13/2017-11-19,142896,995,71448.0,497.5
2017-11-20/2017-11-26,171811,2393,85905.5,1196.5
2017-11-27/2017-12-03,63445,377,63445.0,377.0
2017-12-04/2017-12-10,228219,2741,76073.0,913.6666666666666
2017-12-11/2017-12-17,33193,289,33193.0,289.0
2017-12-18/2017-12-24,77668,665,77668.0,665.0
2017-12-25/2017-12-31,290879,2330,96959.66666666667,776.6666666666666
2018-01-01/2018-01-07,62043,489,62043.0,489.0
2018-01-08/2018-01-14,94476,1095,94476.0,1095.0
2018-01-15/2018-01-21,52993,481,52993.0,481.0
2018-01-22/2018-01-28,158118,939,79059.0,469.5
2018-01-29/2018-02-04,164252,953,82126.0,476.5
2018-02-05/2018-02-11,166340,1528,83170.0,764.0
2018-02-12/2018-02-18,189750,1752,63250.0,584.0
2018-02-19/2018-02-25,70291,833,70291.0,833.0
2018-02-26/2018-03-04,274592,2526,91530.66666666667,842.0
2018-03-05/2018-03-11,206729,1669,68909.66666666667,556.3333333333334
2018-03-12/2018-03-18,263979,1814,87993.0,604.6666666666666
2018-03-19/2018-03-25,236591,1837,78863.66666666667,612.3333333333334
2018-03-26/2018-04-01,181400,1436,90700.0,718.0
2018-04-02/2018-04-08,104665,919,104665.0,919.0
2018-04-09/2018-04-15,61266,657,61266.0,657.0
2018-04-16/2018-04-22,211057,1656,70352.33333333333,552.0
2018-04-23/2018-04-29,151550,14645,75775.0,7322.5
2018-04-30/2018-05-06,100551,1174,50275.5,587.0
2018-05-07/2018-05-13,67689,494,67689.0,494.0
2018-05-14/2018-05-20,168916,1273,84458.0,636.5
2018-05-21/2018-05-27,43160,342,43160.0,342.0
2018-05-28/2018-06-03,128336,1241,64168.0,620.5
2018-06-04/2018-06-10,127283,1232,63641.5,616.0
2018-06-11/2018-06-17,269091,4100,134545.5,2050.0
2018-06-18/2018-06-24,150117,1280,50039.0,426.6666666666667
2018-06-25/2018-07-01,183192,2103,91596.0,1051.5
2018-07-02/2018-07-08,138280,919,46093.333333333336,306.3333333333333
2018-07-09/2018-07-15,284840,1867,71210.0,466.75
2018-07-16/2018-07-22,242994,2096,60748.5,524.0
2018-07-23/2018-07-29,193896,1816,48474.0,454.0
2018-07-30/2018-08-05,140492,1301,46830.666666666664,433.6666666666667
2018-08-06/2018-08-12,286901,2747,71725.25,686.75
2018-08-13/2018-08-19,366647,3193,61107.833333333336,532.1666666666666
2018-08-20/2018-08-26,170701,1620,56900.333333333336,540.0
2018-08-27/2018-09-02,284130,2068,56826.0,413.6
2018-09-03/2018-09-09,168815,1282,42203.75,320.5
2018-09-10/2018-09-16,249096,4001,83032.0,1333.6666666666667
2018-09-17/2018-09-23,216517,1784,108258.5,892.0
2018-09-24/2018-09-30,150014,1104,75007.0,552.0
2018-10-01/2018-10-07,173334,1715,86667.0,857.5
2018-10-08/2018-10-14,147554,781,73777.0,390.5
2018-10-15/2018-10-21,261892,2209,52378.4,441.8
2018-10-22/2018-10-28,298941,2399,59788.2,479.8
2018-10-29/2018-11-04,136211,923,45403.666666666664,307.6666666666667
2018-11-05/2018-11-11,58041,473,58041.0,473.0
2018-11-12/2018-11-18,306311,2940,61262.2,588.0
2018-11-19/2018-11-25,238267,3098,39711.166666666664,516.3333333333334
2018-11-26/2018-12-02,133698,1201,44566.0,400.3333333333333
2018-12-03/2018-12-09,597795,11295,119559.0,2259.0
2018-12-10/2018-12-16,186684,3451,62228.0,1150.3333333333333
2018-12-17/2018-12-23,198245,2102,39649.0,420.4
2018-12-24/2018-12-30,62009,686,31004.5,343.0
2018-12-31/2019-01-06,223202,2277,55800.5,569.25
2019-01-07/2019-01-13,87704,1262,43852.0,631.0
2019-01-14/2019-01-20,520313,6040,260156.5,3020.0
2019-01-21/2019-01-27,243796,2586,60949.0,646.5
2019-01-28/2019-02-03,118464,1227,59232.0,613.5
2019-02-04/2019-02-10,97699,1185,97699.0,1185.0
2019-02-11/2019-02-17,70593,1144,70593.0,1144.0
2019-02-25/2019-03-03,341557,5383,113852.33333333333,1794.3333333333333
2019-03-04/2019-03-10,217881,3660,72627.0,1220.0
2019-03-11/2019-03-17,78904,617,78904.0,617.0
2019-03-18/2019-03-24,50093,436,50093.0,436.0
2019-03-25/2019-03-31,139410,1124,46470.0,374.6666666666667
2019-04-01/2019-04-07,265362,2909,88454.0,969.6666666666666
2019-04-08/2019-04-14,37888,579,37888.0,579.0
2019-04-15/2019-04-21,81392,733,81392.0,733.0
2019-04-22/2019-04-28,248947,1926,82982.33333333333,642.0
2019-04-29/2019-05-05,94325,880,94325.0,880.0
2019-05-06/2019-05-12,55717,725,55717.0,725.0
2019-05-13/2019-05-19,117911,1379,117911.0,1379.0
2019-05-20/2019-05-26,214148,1631,107074.0,815.5
2019-05-27/2019-06-02,63246,727,63246.0,727.0
2019-06-03/2019-06-09,112651,1238,112651.0,1238.0
2019-06-10/2019-06-16,308816,2249,102938.66666666667,749.6666666666666
2019-06-17/2019-06-23,109692,1474,109692.0,1474.0
2019-06-24/2019-06-30,152411,2202,76205.5,1101.0
2019-07-01/2019-07-07,120419,1186,60209.5,593.0
2019-07-08/2019-07-14,227204,4231,75734.66666666667,1410.3333333333333
2019-07-15/2019-07-21,296805,2413,59361.0,482.6
2019-07-22/2019-07-28,169147,1315,56382.333333333336,438.3333333333333
2019-07-29/2019-08-04,178320,1928,89160.0,964.0
2019-08-05/2019-08-11,178402,1758,59467.333333333336,586.0
2019-08-12/2019-08-18,423936,3620,105984.0,905.0
2019-08-19/2019-08-25,414830,4724,138276.66666666666,1574.6666666666667
2019-08-26/2019-09-01,242578,1967,48515.6,393.4
2019-09-02/2019-09-08,295570,3570,73892.5,892.5
2019-09-09/2019-09-15,327494,5897,65498.8,1179.4
2019-09-16/2019-09-22,351466,3958,70293.2,791.6
2019-09-23/2019-09-29,444502,5541,74083.66666666667,923.5
2019-09-30/2019-10-06,141351,1244,47117.0,414.6666666666667
2019-10-07/2019-10-13,691342,7297,76815.77777777778,810.7777777777778
2019-10-14/2019-10-20,680030,4674,56669.166666666664,389.5
2019-10-21/2019-10-27,574585,4089,63842.77777777778,454.3333333333333
2019-10-28/2019-11-03,121640,657,30410.0,164.25
2019-11-04/2019-11-10,176832,1542,35366.4,308.4
2019-11-11/2019-11-17,176892,5643,88446.0,2821.5
2019-11-18/2019-11-24,365255,6340,73051.0,1268.0
2019-11-25/2019-12-01,299310,2753,49885.0,458.8333333333333
2019-12-02/2019-12-08,709300,8307,70930.0,830.7
2019-12-09/2019-12-15,163744,1487,40936.0,371.75
2019-12-16/2019-12-22,233087,1517,33298.142857142855,216.71428571428572
2019-12-23/2019-12-29,366654,3484,61109.0,580.6666666666666
2019-12-30/2020-01-05,202743,2973,101371.5,1486.5
2020-01-13/2020-01-19,25372,212,25372.0,212.0
2020-01-20/2020-01-26,60290,517,30145.0,258.5
2020-01-27/2020-02-02,607991,12040,101331.83333333333,2006.6666666666667
2020-02-03/2020-02-09,208160,2635,52040.0,658.75
2020-02-10/2020-02-16,77679,504,38839.5,252.0
2020-02-17/2020-02-23,428837,7601,71472.83333333333,1266.8333333333333
2020-02-24/2020-03-01,381085,3440,54440.71428571428,491.42857142857144
2020-03-02/2020-03-08,136301,1578,68150.5,789.0
2020-03-09/2020-03-15,880897,12297,97877.44444444444,1366.3333333333333
2020-03-16/2020-03-22,407737,5415,67956.16666666667,902.5
2020-03-23/2020-03-29,124847,2680,62423.5,1340.0
2020-03-30/2020-04-05,143785,2483,71892.5,1241.5
2020-04-06/2020-04-12,231259,4397,77086.33333333333,1465.6666666666667
2020-04-13/2020-04-19,311200,3086,103733.33333333333,1028.6666666666667
2020-04-20/2020-04-26,186121,5069,93060.5,2534.5
2020-04-27/2020-05-03,198569,1975,66189.66666666667,658.3333333333334
2020-05-04/2020-05-10,211131,2622,52782.75,655.5
2020-05-11/2020-05-17,352754,7543,88188.5,1885.75
2020-05-18/2020-05-24,100519,1629,33506.333333333336,543.0
2020-05-25/2020-05-31,70773,1230,35386.5,615.0
2020-06-01/2020-06-07,294563,6289,147281.5,3144.5
2020-06-08/2020-06-14,72243,1422,72243.0,1422.0
2020-06-15/2020-06-21,307033,7239,102344.33333333333,2413.0
2020-06-22/2020-06-28,497906,9968,82984.33333333333,1661.3333333333333
2020-06-29/2020-07-05,390403,3534,78080.6,706.8
2020-07-06/2020-07-12,116309,1562,38769.666666666664,520.6666666666666
2020-07-13/2020-07-19,278082,4109,55616.4,821.8
2020-07-20/2020-07-26,151190,4767,50396.666666666664,1589.0
2020-07-27/2020-08-02,388195,5241,77639.0,1048.2
2020-08-03/2020-08-09,210529,3547,52632.25,886.75
2020-08-10/2020-08-16,424523,6211,84904.6,1242.2
2020-08-17/2020-08-23,137528,2868,34382.0,717.0
2020-08-24/2020-08-30,203237,2736,50809.25,684.0
2020-08-31/2020-09-06,306645,5345,76661.25,1336.25
2020-09-07/2020-09-13,417290,8541,104322.5,2135.25
2020-09-14/2020-09-20,89934,1692,44967.0,846.0
2020-09-21/2020-09-27,256548,4598,64137.0,1149.5
2020-09-28/2020-10-04,477614,9534,79602.33333333333,1589.0
2020-10-05/2020-10-11,295300,2820,59060.0,564.0
2020-10-12/2020-10-18,234347,2803,46869.4,560.6
2020-10-19/2020-10-25,445751,4408,63678.71428571428,629.7142857142857
2020-10-26/2020-11-01,419214,2385,38110.36363636364,216.8181818181818
2020-11-02/2020-11-08,93177,710,93177.0,710.0
2020-11-09/2020-11-15,153191,1684,30638.2,336.8
2020-11-16/2020-11-22,165900,3171,41475.0,792.75
2020-11-23/2020-11-29,211748,3665,35291.333333333336,610.8333333333334
2020-11-30/2020-12-06,680806,10149,226935.33333333334,3383.0
2020-12-07/2020-12-13,475482,12853,52831.333333333336,1428.111111111111
2020-12-14/2020-12-20,577263,8940,38484.2,596.0
2020-12-21/2020-12-27,463120,3540,35624.61538461538,272.3076923076923
2020-12-28/2021-01-03,303577,2587,75894.25,646.75
2021-01-11/2021-01-17,507565,6902,63445.625,862.75
2021-01-18/2021-01-24,52994,858,26497.0,429.0
2021-01-25/2021-01-31,166772,2356,27795.333333333332,392.6666666666667
2021-02-01/2021-02-07,500334,5298,83389.0,883.0
2021-02-08/2021-02-14,340327,3697,56721.166666666664,616.1666666666666
2021-02-15/2021-02-21,589904,12229,117980.8,2445.8
2021-02-22/2021-02-28,528781,7141,66097.625,892.625
2021-03-01/2021-03-07,130327,1140,32581.75,285.0
2021-03-08/2021-03-14,580636,5341,72579.5,667.625
2021-03-15/2021-03-21,759667,9319,84407.44444444444,1035.4444444444443
2021-03-22/2021-03-28,71868,1101,35934.0,550.5
2021-03-29/2021-04-04,307655,5017,51275.833333333336,836.1666666666666
2021-04-05/2021-04-11,391617,3944,65269.5,657.3333333333334
2021-04-12/2021-04-18,401138,5705,80227.6,1141.0
2021-04-19/2021-04-25,189978,2181,47494.5,545.25
2021-04-26/2021-05-02,137942,2687,45980.666666666664,895.6666666666666
2021-05-03/2021-05-09,158050,1905,52683.333333333336,635.0
2021-05-10/2021-05-16,46066,391,23033.0,195.5
2021-05-17/2021-05-23,282740,2597,70685.0,649.25
2021-05-24/2021-05-30,187188,3638,93594.0,1819.0
2021-05-31/2021-06-06,327661,4912,81915.25,1228.0
2021-06-07/2021-06-13,372620,7425,74524.0,1485.0
2021-06-14/2021-06-20,662211,10812,82776.375,1351.5
2021-06-21/2021-06-27,560908,8053,80129.71428571429,1150.4285714285713
2021-06-28/2021-07-04,370525,4131,92631.25,1032.75
2021-07-05/2021-07-11,781537,18000,195384.25,4500.0
2021-07-12/2021-07-18,612971,6950,102161.83333333333,1158.3333333333333
2021-07-19/2021-07-25,268878,3105,134439.0,1552.5
2021-07-26/2021-08-01,68549,1036,34274.5,518.0
2021-08-02/2021-08-08,443973,4846,88794.6,969.2
2021-08-09/2021-08-15,141544,2016,47181.333333333336,672.0
2021-08-16/2021-08-22,180508,3723,90254.0,1861.5
2021-08-23/2021-08-29,237155,4377,59288.75,1094.25
2021-08-30/2021-09-05,193008,3213,64336.0,1071.0
2021-09-06/2021-09-12,313098,4079,104366.0,1359.6666666666667
2021-09-13/2021-09-19,204779,2635,102389.5,1317.5
2021-09-20/2021-09-26,579131,10515,193043.66666666666,3505.0
2021-09-27/2021-10-03,180908,1862,180908.0,1862.0
2021-10-04/2021-10-10,652208,9647,163052.0,2411.75
2021-10-11/2021-10-17,206914,5023,103457.0,2511.5
2021-10-18/2021-10-24,219245,2235,109622.5,1117.5
2021-10-25/2021-10-31,584916,2830,83559.42857142857,404.2857142857143
2021-11-01/2021-11-07,122939,1138,61469.5,569.0
2021-11-15/2021-11-21,293064,2701,73266.0,675.25
2021-11-22/2021-11-28,140677,3261,70338.5,1630.5
2021-12-06/2021-12-12,41034,281,20517.0,140.5
2021-12-13/2021-12-19,50461,877,25230.5,438.5
2021-12-20/2021-12-26,236161,1100,59040.25,275.0
2021-12-27/2022-01-02,343081,2058,114360.33333333333,686.0
2022-01-10/2022-01-16,146283,1349,146283.0,1349.0
2022-01-24/2022-01-30,64750,417,64750.0,417.0
2022-01-31/2022-02-06,39552,391,39552.0,391.0
2022-02-07/2022-02-13,432133,4302,108033.25,1075.5
2022-02-28/2022-03-06,33925,363,33925.0,363.0
2022-03-07/2022-03-13,157118,1098,78559.0,549.0
2022-03-14/2022-03-20,225270,72032,75090.0,24010.666666666668
2022-03-21/2022-03-27,124065,1143,62032.5,571.5
2022-03-28/2022-04-03,27712,538,27712.0,538.0
2022-04-04/2022-04-10,118123,1237,59061.5,618.5
2022-04-11/2022-04-17,46172,184,46172.0,184.0
2022-04-18/2022-04-24,132508,3932,44169.333333333336,1310.6666666666667
2022-04-25/2022-05-01,135124,1488,45041.333333333336,496.0
2022-05-02/2022-05-08,26919,124,26919.0,124.0
2022-05-09/2022-05-15,95388,1393,31796.0,464.3333333333333
2022-05-16/2022-05-22,93408,682,46704.0,341.0
2022-05-23/2022-05-29,158749,1003,39687.25,250.75
2022-05-30/2022-06-05,464348,5530,92869.6,1106.0
2022-06-06/2022-06-12,97761,1127,48880.5,563.5
2022-06-13/2022-06-19,207839,1366,34639.833333333336,227.66666666666666
2022-06-20/2022-06-26,115229,998,38409.666666666664,332.6666666666667
2022-06-27/2022-07-03,285354,3653,57070.8,730.6
2022-07-04/2022-07-10,289552,2609,144776.0,1304.5
2022-07-11/2022-07-17,272889,65878,90963.0,21959.333333333332
2022-07-18/2022-07-24,437411,3702,72901.83333333333,617.0
2022-07-25/2022-07-31,164417,1485,32883.4,297.0
2022-08-01/2022-08-07,282935,5677,141467.5,2838.5
2022-08-08/2022-08-14,115020,583,57510.0,291.5
2022-08-15/2022-08-21,261360,1958,87120.0,652.6666666666666
2022-08-22/2022-08-28,174965,1494,58321.666666666664,498.0
2022-08-29/2022-09-04,120445,695,40148.333333333336,231.66666666666666
2022-09-05/2022-09-11,325579,3079,108526.33333333333,1026.3333333333333
2022-09-12/2022-09-18,721085,11029,120180.83333333333,1838.1666666666667
2022-09-19/2022-09-25,200802,1277,50200.5,319.25
2022-09-26/2022-10-02,210178,2737,105089.0,1368.5
2022-10-03/2022-10-09,1032368,9546,258092.0,2386.5
2022-10-10/2022-10-16,475323,5517,95064.6,1103.4
2022-10-24/2022-10-30,446486,4110,89297.2,822.0
2022-10-31/2022-11-06,283627,1486,94542.33333333333,495.3333333333333
2022-11-07/2022-11-13,303242,2254,60648.4,450.8
2022-11-14/2022-11-20,219840,1968,73280.0,656.0
2022-11-21/2022-11-27,152931,1707,76465.5,853.5
2022-11-28/2022-12-04,380284,4025,126761.33333333333,1341.6666666666667
2022-12-05/2022-12-11,475941,3448,67991.57142857143,492.57142857142856
2022-12-12/2022-12-18,405766,3573,135255.33333333334,1191.0
2022-12-19/2022-12-25,200168,749,50042.0,187.25
2022-12-26/2023-01-01,346963,1630,115654.33333333333,543.3333333333334
2023-01-09/2023-01-15,74359,641,74359.0,641.0
2023-01-16/2023-01-22,73255,576,73255.0,576.0
2023-01-23/2023-01-29,197267,3009,65755.66666666667,1003.0
2023-01-30/2023-02-05,506024,2794,506024.0,2794.0
2023-02-06/2023-02-12,1270735,12886,115521.36363636363,1171.4545454545455
2023-02-13/2023-02-19,118732,586,59366.0,293.0
2023-02-20/2023-02-26,388211,2265,77642.2,453.0
2023-02-27/2023-03-05,399489,5108,99872.25,1277.0
2023-03-06/2023-03-12,628378,3971,89768.28571428571,567.2857142857143
2023-03-13/2023-03-19,153088,1345,51029.333333333336,448.3333333333333
2023-03-20/2023-03-26,121094,743,30273.5,185.75
2023-03-27/2023-04-02,921006,7161,115125.75,895.125
2023-04-03/2023-04-09,243175,2009,48635.0,401.8
2023-04-10/2023-04-16,1245197,10802,138355.22222222222,1200.2222222222222
2023-04-17/2023-04-23,88967,1215,29655.666666666668,405.0
